path_A,path_B,A_model,B_model,prompt,VQ,MQ,TA,Overall,fps_A,num_frames_A,fps_B,num_frames_B
videos/minimax/minimax_00401.mp4,videos/gen3/gen3_00401.mp4,minimax,gen3,"In this wide shot video, a vibrant Chinese Dragon dances amidst a crowd celebrating Chinese Lunar New Year. The dragon, a symbol of power and good fortune, weaves through the streets, its colorful silk body glistening under the festive lights. As the camera tilts up, we see fireworks illuminating the night sky, their explosions echoing the joyous cheers of the crowd. The energy and excitement of the celebration are palpable, capturing the spirit of renewal and hope associated with the Lunar New",same,same,A,A,25.0,141.0,24.0,128.0
videos/minimax/minimax_00401.mp4,videos/CogVideoX/Cog5B_00401.mp4,minimax,CogVideoX,"In this wide shot video, a vibrant Chinese Dragon dances amidst a crowd celebrating Chinese Lunar New Year. The dragon, a symbol of power and good fortune, weaves through the streets, its colorful silk body glistening under the festive lights. As the camera tilts up, we see fireworks illuminating the night sky, their explosions echoing the joyous cheers of the crowd. The energy and excitement of the celebration are palpable, capturing the spirit of renewal and hope associated with the Lunar New",same,same,B,A,25.0,141.0,8.0,49.0
videos/minimax/minimax_00402.mp4,videos/luma/luma_00402.mp4,minimax,luma,"A Japanese couple approached each other on the bed in the bedroom, embracing each other and gradually becoming intimate.",same,same,B,A,25.0,141.0,24.0,126.0
videos/minimax/minimax_00403.mp4,videos/CogVideoX/Cog5B_00403.mp4,minimax,CogVideoX,"Static camera motion, This little Asian girl ran off happily with her bucket. Wandering around with a bucket.",same,A,A,A,25.0,141.0,8.0,49.0
videos/minimax/minimax_00403.mp4,videos/easyanimatev4/Easyanimatev4_00403.mp4,minimax,easyanimatev4,"Static camera motion, This little Asian girl ran off happily with her bucket. Wandering around with a bucket.",same,same,A,A,25.0,141.0,24.0,144.0
videos/minimax/minimax_00403.mp4,videos/vidu/vidu_00403.mp4,minimax,vidu,"Static camera motion, This little Asian girl ran off happily with her bucket. Wandering around with a bucket.",same,same,same,same,25.0,141.0,16.0,60.0
videos/minimax/minimax_00403.mp4,videos/kling1.5/kling1.5_00403.mp4,minimax,kling1.5,"Static camera motion, This little Asian girl ran off happily with her bucket. Wandering around with a bucket.",same,same,same,B,25.0,141.0,30.0,153.0
videos/minimax/minimax_00403.mp4,videos/luma/luma_00403.mp4,minimax,luma,"Static camera motion, This little Asian girl ran off happily with her bucket. Wandering around with a bucket.",same,same,same,A,25.0,141.0,24.0,121.0
videos/minimax/minimax_00403.mp4,videos/gen3/gen3_00403.mp4,minimax,gen3,"Static camera motion, This little Asian girl ran off happily with her bucket. Wandering around with a bucket.",same,same,same,B,25.0,141.0,24.0,128.0
videos/minimax/minimax_00409.mp4,videos/kling/kling_00409.mp4,minimax,kling,"Close-up shot: Rich chocolate cascades downward. Flow forms ""TME"" as it pours. Warm lighting enhances glossy texture. Slow motion captures velvety ripples. Camera pans, following chocolate's mesmerizing descent.",A,B,same,B,25.0,141.0,30.0,153.0
videos/minimax/minimax_00409.mp4,videos/opensora1.2/OpenSora1.2_00409.mp4,minimax,opensora1.2,"Close-up shot: Rich chocolate cascades downward. Flow forms ""TME"" as it pours. Warm lighting enhances glossy texture. Slow motion captures velvety ripples. Camera pans, following chocolate's mesmerizing descent.",A,same,same,A,25.0,141.0,24.0,102.0
videos/minimax/minimax_00409.mp4,videos/kling1.5/kling1.5_00409.mp4,minimax,kling1.5,"Close-up shot: Rich chocolate cascades downward. Flow forms ""TME"" as it pours. Warm lighting enhances glossy texture. Slow motion captures velvety ripples. Camera pans, following chocolate's mesmerizing descent.",A,A,B,A,25.0,141.0,30.0,153.0
videos/minimax/minimax_00409.mp4,videos/CogVideoX/Cog5B_00409.mp4,minimax,CogVideoX,"Close-up shot: Rich chocolate cascades downward. Flow forms ""TME"" as it pours. Warm lighting enhances glossy texture. Slow motion captures velvety ripples. Camera pans, following chocolate's mesmerizing descent.",A,B,same,A,25.0,141.0,8.0,49.0
videos/minimax/minimax_00409.mp4,videos/easyanimatev4/Easyanimatev4_00409.mp4,minimax,easyanimatev4,"Close-up shot: Rich chocolate cascades downward. Flow forms ""TME"" as it pours. Warm lighting enhances glossy texture. Slow motion captures velvety ripples. Camera pans, following chocolate's mesmerizing descent.",A,A,A,A,25.0,141.0,24.0,144.0
videos/minimax/minimax_00409.mp4,videos/gen3/gen3_00409.mp4,minimax,gen3,"Close-up shot: Rich chocolate cascades downward. Flow forms ""TME"" as it pours. Warm lighting enhances glossy texture. Slow motion captures velvety ripples. Camera pans, following chocolate's mesmerizing descent.",B,B,same,B,25.0,141.0,24.0,128.0
videos/minimax/minimax_00409.mp4,videos/tongyi/tongyi_00409.mp4,minimax,tongyi,"Close-up shot: Rich chocolate cascades downward. Flow forms ""TME"" as it pours. Warm lighting enhances glossy texture. Slow motion captures velvety ripples. Camera pans, following chocolate's mesmerizing descent.",A,B,same,B,25.0,141.0,30.0,152.0
videos/minimax/minimax_00410.mp4,videos/kling1.5/kling1.5_00410.mp4,minimax,kling1.5,"Tracking shot: A bustling city street at night comes into view. Neon signs flicker to life, spelling out ""TME"" in vibrant, multicolored letters on the floor. The camera glides through the scene, capturing the interplay of light and shadow. Reflections dance on rain-slicked pavements, creating a dreamy, ethereal atmosphere.",same,same,same,A,25.0,141.0,30.0,153.0
videos/minimax/minimax_00410.mp4,videos/vidu/vidu_00410.mp4,minimax,vidu,"Tracking shot: A bustling city street at night comes into view. Neon signs flicker to life, spelling out ""TME"" in vibrant, multicolored letters on the floor. The camera glides through the scene, capturing the interplay of light and shadow. Reflections dance on rain-slicked pavements, creating a dreamy, ethereal atmosphere.",same,same,B,A,25.0,141.0,16.0,60.0
videos/minimax/minimax_00411.mp4,videos/easyanimatev4/Easyanimatev4_00411.mp4,minimax,easyanimatev4,"A title screen with dynamic movement. The scene starts at a colorful paint-covered wall. Suddenly, black paint pours on the wall to form the word ""TME"". The dripping paint is detailed and textured, centered, superb cinematic lighting.",A,A,same,A,25.0,141.0,24.0,144.0
videos/minimax/minimax_00411.mp4,videos/opensora1.2/OpenSora1.2_00411.mp4,minimax,opensora1.2,"A title screen with dynamic movement. The scene starts at a colorful paint-covered wall. Suddenly, black paint pours on the wall to form the word ""TME"". The dripping paint is detailed and textured, centered, superb cinematic lighting.",A,same,same,A,25.0,141.0,24.0,102.0
videos/minimax/minimax_00411.mp4,videos/kling1.5/kling1.5_00411.mp4,minimax,kling1.5,"A title screen with dynamic movement. The scene starts at a colorful paint-covered wall. Suddenly, black paint pours on the wall to form the word ""TME"". The dripping paint is detailed and textured, centered, superb cinematic lighting.",A,same,B,B,25.0,141.0,30.0,153.0
videos/minimax/minimax_00411.mp4,videos/qingying/qingying_00411.mp4,minimax,qingying,"A title screen with dynamic movement. The scene starts at a colorful paint-covered wall. Suddenly, black paint pours on the wall to form the word ""TME"". The dripping paint is detailed and textured, centered, superb cinematic lighting.",A,same,B,A,25.0,141.0,16.0,96.0
videos/minimax/minimax_00411.mp4,videos/gen3/gen3_00411.mp4,minimax,gen3,"A title screen with dynamic movement. The scene starts at a colorful paint-covered wall. Suddenly, black paint pours on the wall to form the word ""TME"". The dripping paint is detailed and textured, centered, superb cinematic lighting.",B,A,B,B,25.0,141.0,24.0,128.0
videos/minimax/minimax_00411.mp4,videos/luma/luma_00411.mp4,minimax,luma,"A title screen with dynamic movement. The scene starts at a colorful paint-covered wall. Suddenly, black paint pours on the wall to form the word ""TME"". The dripping paint is detailed and textured, centered, superb cinematic lighting.",A,same,B,B,25.0,141.0,24.0,121.0
videos/minimax/minimax_00412.mp4,videos/CogVideoX/Cog5B_00412.mp4,minimax,CogVideoX,"Close shot, a panda is eating in a bamboo forest, holding a bamboo in its arms. The weather is clear and the bamboo forest is green, looking very lively.",A,A,B,A,25.0,141.0,8.0,49.0
videos/minimax/minimax_00412.mp4,videos/kling1.5/kling1.5_00412.mp4,minimax,kling1.5,"Close shot, a panda is eating in a bamboo forest, holding a bamboo in its arms. The weather is clear and the bamboo forest is green, looking very lively.",A,A,B,A,25.0,141.0,30.0,153.0
videos/minimax/minimax_00412.mp4,videos/kling/kling_00412.mp4,minimax,kling,"Close shot, a panda is eating in a bamboo forest, holding a bamboo in its arms. The weather is clear and the bamboo forest is green, looking very lively.",A,A,B,A,25.0,141.0,30.0,153.0
videos/minimax/minimax_00412.mp4,videos/luma/luma_00412.mp4,minimax,luma,"Close shot, a panda is eating in a bamboo forest, holding a bamboo in its arms. The weather is clear and the bamboo forest is green, looking very lively.",A,A,B,A,25.0,141.0,24.0,121.0
videos/minimax/minimax_00413.mp4,videos/vidu/vidu_00413.mp4,minimax,vidu,"Static camera, two koalas are in the zoo, one lying on a tree and the other lying on this one's back. They are lost in thought, looking like a mother and son, creating a warm atmosphere.",same,A,same,A,25.0,141.0,16.0,60.0
videos/minimax/minimax_00413.mp4,videos/gen3/gen3_00413.mp4,minimax,gen3,"Static camera, two koalas are in the zoo, one lying on a tree and the other lying on this one's back. They are lost in thought, looking like a mother and son, creating a warm atmosphere.",B,B,same,B,25.0,141.0,24.0,128.0
videos/minimax/minimax_00413.mp4,videos/opensora1.2/OpenSora1.2_00413.mp4,minimax,opensora1.2,"Static camera, two koalas are in the zoo, one lying on a tree and the other lying on this one's back. They are lost in thought, looking like a mother and son, creating a warm atmosphere.",same,A,same,A,25.0,141.0,24.0,102.0
videos/minimax/minimax_00413.mp4,videos/luma1.6/luma1.6_00413.mp4,minimax,luma1.6,"Static camera, two koalas are in the zoo, one lying on a tree and the other lying on this one's back. They are lost in thought, looking like a mother and son, creating a warm atmosphere.",same,A,B,B,25.0,141.0,24.0,121.0
videos/minimax/minimax_00414.mp4,videos/CogVideoX/Cog5B_00414.mp4,minimax,CogVideoX,"The camera remains still, a woman with long black hair and wearing a green sweater enjoys music with headphones, her head swaying, the background is a cozy living room, warm ambient lighting.",A,A,B,B,25.0,141.0,8.0,49.0
videos/minimax/minimax_00414.mp4,videos/luma/luma_00414.mp4,minimax,luma,"The camera remains still, a woman with long black hair and wearing a green sweater enjoys music with headphones, her head swaying, the background is a cozy living room, warm ambient lighting.",A,A,B,A,25.0,141.0,24.0,126.0
videos/minimax/minimax_00414.mp4,videos/qingying/qingying_00414.mp4,minimax,qingying,"The camera remains still, a woman with long black hair and wearing a green sweater enjoys music with headphones, her head swaying, the background is a cozy living room, warm ambient lighting.",A,A,B,A,25.0,141.0,16.0,96.0
videos/minimax/minimax_00414.mp4,videos/luma1.6/luma1.6_00414.mp4,minimax,luma1.6,"The camera remains still, a woman with long black hair and wearing a green sweater enjoys music with headphones, her head swaying, the background is a cozy living room, warm ambient lighting.",A,A,B,A,25.0,141.0,24.0,121.0
videos/minimax/minimax_00414.mp4,videos/kling1.5/kling1.5_00414.mp4,minimax,kling1.5,"The camera remains still, a woman with long black hair and wearing a green sweater enjoys music with headphones, her head swaying, the background is a cozy living room, warm ambient lighting.",B,A,A,A,25.0,141.0,30.0,153.0
videos/minimax/minimax_00415.mp4,videos/CogVideoX/Cog5B_00415.mp4,minimax,CogVideoX,"The camera remains still, an old man with gray hair and wearing a plaid shirt walked towards the bed in the bedroom and sat on it, the background is a warmly lit bedroom, soft evening light.",B,A,A,A,25.0,141.0,8.0,49.0
videos/minimax/minimax_00415.mp4,videos/qingying/qingying_00415.mp4,minimax,qingying,"The camera remains still, an old man with gray hair and wearing a plaid shirt walked towards the bed in the bedroom and sat on it, the background is a warmly lit bedroom, soft evening light.",B,B,A,A,25.0,141.0,16.0,96.0
videos/minimax/minimax_00415.mp4,videos/gen3/gen3_00415.mp4,minimax,gen3,"The camera remains still, an old man with gray hair and wearing a plaid shirt walked towards the bed in the bedroom and sat on it, the background is a warmly lit bedroom, soft evening light.",B,same,A,A,25.0,141.0,24.0,128.0
videos/minimax/minimax_00415.mp4,videos/vidu/vidu_00415.mp4,minimax,vidu,"The camera remains still, an old man with gray hair and wearing a plaid shirt walked towards the bed in the bedroom and sat on it, the background is a warmly lit bedroom, soft evening light.",A,A,A,A,25.0,141.0,16.0,60.0
videos/minimax/minimax_00415.mp4,videos/luma/luma_00415.mp4,minimax,luma,"The camera remains still, an old man with gray hair and wearing a plaid shirt walked towards the bed in the bedroom and sat on it, the background is a warmly lit bedroom, soft evening light.",A,A,A,A,25.0,141.0,24.0,126.0
videos/minimax/minimax_00415.mp4,videos/kling/kling_00415.mp4,minimax,kling,"The camera remains still, an old man with gray hair and wearing a plaid shirt walked towards the bed in the bedroom and sat on it, the background is a warmly lit bedroom, soft evening light.",B,A,A,A,25.0,141.0,30.0,153.0
videos/minimax/minimax_00415.mp4,videos/luma1.6/luma1.6_00415.mp4,minimax,luma1.6,"The camera remains still, an old man with gray hair and wearing a plaid shirt walked towards the bed in the bedroom and sat on it, the background is a warmly lit bedroom, soft evening light.",B,same,A,A,25.0,141.0,24.0,121.0
videos/minimax/minimax_00415.mp4,videos/easyanimatev4/Easyanimatev4_00415.mp4,minimax,easyanimatev4,"The camera remains still, an old man with gray hair and wearing a plaid shirt walked towards the bed in the bedroom and sat on it, the background is a warmly lit bedroom, soft evening light.",A,A,A,A,25.0,141.0,24.0,144.0
videos/minimax/minimax_00415.mp4,videos/tongyi/tongyi_00415.mp4,minimax,tongyi,"The camera remains still, an old man with gray hair and wearing a plaid shirt walked towards the bed in the bedroom and sat on it, the background is a warmly lit bedroom, soft evening light.",B,A,A,A,25.0,141.0,30.0,152.0
videos/minimax/minimax_00416.mp4,videos/qingying/qingying_00416.mp4,minimax,qingying,"The camera remains still, a boy with messy blonde hair and wearing a red hoodie skateboards on the street, the background is an urban neighborhood, late afternoon sunlight.",A,same,same,A,25.0,141.0,16.0,96.0
videos/minimax/minimax_00416.mp4,videos/gen3/gen3_00416.mp4,minimax,gen3,"The camera remains still, a boy with messy blonde hair and wearing a red hoodie skateboards on the street, the background is an urban neighborhood, late afternoon sunlight.",B,same,A,A,25.0,141.0,24.0,128.0
videos/minimax/minimax_00416.mp4,videos/tongyi/tongyi_00416.mp4,minimax,tongyi,"The camera remains still, a boy with messy blonde hair and wearing a red hoodie skateboards on the street, the background is an urban neighborhood, late afternoon sunlight.",B,same,B,B,25.0,141.0,30.0,152.0
videos/minimax/minimax_00416.mp4,videos/vidu/vidu_00416.mp4,minimax,vidu,"The camera remains still, a boy with messy blonde hair and wearing a red hoodie skateboards on the street, the background is an urban neighborhood, late afternoon sunlight.",A,same,A,A,25.0,141.0,16.0,60.0
videos/minimax/minimax_00416.mp4,videos/luma/luma_00416.mp4,minimax,luma,"The camera remains still, a boy with messy blonde hair and wearing a red hoodie skateboards on the street, the background is an urban neighborhood, late afternoon sunlight.",A,same,same,A,25.0,141.0,24.0,126.0
videos/minimax/minimax_00416.mp4,videos/CogVideoX/Cog5B_00416.mp4,minimax,CogVideoX,"The camera remains still, a boy with messy blonde hair and wearing a red hoodie skateboards on the street, the background is an urban neighborhood, late afternoon sunlight.",B,same,A,A,25.0,141.0,8.0,49.0
videos/minimax/minimax_00416.mp4,videos/kling1.5/kling1.5_00416.mp4,minimax,kling1.5,"The camera remains still, a boy with messy blonde hair and wearing a red hoodie skateboards on the street, the background is an urban neighborhood, late afternoon sunlight.",B,B,same,B,25.0,141.0,30.0,153.0
videos/minimax/minimax_00417.mp4,videos/easyanimatev4/Easyanimatev4_00417.mp4,minimax,easyanimatev4,"The camera remains still, a boy with short black hair and wearing a yellow t-shirt holds the water cup in his left hand and lifts it up, the background is a kitchen, bright morning light.",A,A,B,A,25.0,141.0,24.0,144.0
videos/minimax/minimax_00417.mp4,videos/tongyi/tongyi_00417.mp4,minimax,tongyi,"The camera remains still, a boy with short black hair and wearing a yellow t-shirt holds the water cup in his left hand and lifts it up, the background is a kitchen, bright morning light.",A,A,same,A,25.0,141.0,30.0,152.0
videos/minimax/minimax_00417.mp4,videos/luma1.6/luma1.6_00417.mp4,minimax,luma1.6,"The camera remains still, a boy with short black hair and wearing a yellow t-shirt holds the water cup in his left hand and lifts it up, the background is a kitchen, bright morning light.",A,same,B,A,25.0,141.0,24.0,121.0
videos/minimax/minimax_00417.mp4,videos/luma/luma_00417.mp4,minimax,luma,"The camera remains still, a boy with short black hair and wearing a yellow t-shirt holds the water cup in his left hand and lifts it up, the background is a kitchen, bright morning light.",A,A,A,A,25.0,141.0,24.0,126.0
videos/minimax/minimax_00417.mp4,videos/qingying/qingying_00417.mp4,minimax,qingying,"The camera remains still, a boy with short black hair and wearing a yellow t-shirt holds the water cup in his left hand and lifts it up, the background is a kitchen, bright morning light.",A,B,A,A,25.0,141.0,16.0,96.0
videos/minimax/minimax_00417.mp4,videos/kling/kling_00417.mp4,minimax,kling,"The camera remains still, a boy with short black hair and wearing a yellow t-shirt holds the water cup in his left hand and lifts it up, the background is a kitchen, bright morning light.",B,B,B,B,25.0,141.0,30.0,153.0
videos/minimax/minimax_00417.mp4,videos/kling1.5/kling1.5_00417.mp4,minimax,kling1.5,"The camera remains still, a boy with short black hair and wearing a yellow t-shirt holds the water cup in his left hand and lifts it up, the background is a kitchen, bright morning light.",B,same,B,B,25.0,141.0,30.0,153.0
videos/minimax/minimax_00417.mp4,videos/CogVideoX/Cog5B_00417.mp4,minimax,CogVideoX,"The camera remains still, a boy with short black hair and wearing a yellow t-shirt holds the water cup in his left hand and lifts it up, the background is a kitchen, bright morning light.",B,A,same,A,25.0,141.0,8.0,49.0
videos/minimax/minimax_00418.mp4,videos/vidu/vidu_00418.mp4,minimax,vidu,"The camera remains still, a boy with short brown hair and wearing a striped shirt picked up the water cup placed on the table and drank water, noting that the boy did not make contact with the cup at the beginning, the background is a bright kitchen, soft natural lighting.",A,A,B,A,25.0,141.0,16.0,60.0
videos/minimax/minimax_00418.mp4,videos/luma1.6/luma1.6_00418.mp4,minimax,luma1.6,"The camera remains still, a boy with short brown hair and wearing a striped shirt picked up the water cup placed on the table and drank water, noting that the boy did not make contact with the cup at the beginning, the background is a bright kitchen, soft natural lighting.",B,A,B,B,25.0,141.0,24.0,121.0
videos/minimax/minimax_00418.mp4,videos/gen3/gen3_00418.mp4,minimax,gen3,"The camera remains still, a boy with short brown hair and wearing a striped shirt picked up the water cup placed on the table and drank water, noting that the boy did not make contact with the cup at the beginning, the background is a bright kitchen, soft natural lighting.",B,A,B,B,25.0,141.0,24.0,128.0
videos/minimax/minimax_00418.mp4,videos/kling1.5/kling1.5_00418.mp4,minimax,kling1.5,"The camera remains still, a boy with short brown hair and wearing a striped shirt picked up the water cup placed on the table and drank water, noting that the boy did not make contact with the cup at the beginning, the background is a bright kitchen, soft natural lighting.",B,B,B,B,25.0,141.0,30.0,153.0
videos/minimax/minimax_00418.mp4,videos/CogVideoX/Cog5B_00418.mp4,minimax,CogVideoX,"The camera remains still, a boy with short brown hair and wearing a striped shirt picked up the water cup placed on the table and drank water, noting that the boy did not make contact with the cup at the beginning, the background is a bright kitchen, soft natural lighting.",B,A,B,B,25.0,141.0,8.0,49.0
videos/minimax/minimax_00419.mp4,videos/CogVideoX/Cog5B_00419.mp4,minimax,CogVideoX,"FPV in the car driving through heavy snowfall. The scene should depict a car traveling on a highway in a rural, wilderness area. Snow should be falling heavily, covering the road and surrounding landscape. The lighting should be dim, creating a serene and somewhat desolate atmosphere. The road should be visible but obscured by the snow, with the headlights of the car illuminating the path ahead.",A,A,A,A,25.0,141.0,8.0,49.0
videos/minimax/minimax_00419.mp4,videos/easyanimatev4/Easyanimatev4_00419.mp4,minimax,easyanimatev4,"FPV in the car driving through heavy snowfall. The scene should depict a car traveling on a highway in a rural, wilderness area. Snow should be falling heavily, covering the road and surrounding landscape. The lighting should be dim, creating a serene and somewhat desolate atmosphere. The road should be visible but obscured by the snow, with the headlights of the car illuminating the path ahead.",A,A,A,A,25.0,141.0,24.0,144.0
videos/minimax/minimax_00419.mp4,videos/tongyi/tongyi_00419.mp4,minimax,tongyi,"FPV in the car driving through heavy snowfall. The scene should depict a car traveling on a highway in a rural, wilderness area. Snow should be falling heavily, covering the road and surrounding landscape. The lighting should be dim, creating a serene and somewhat desolate atmosphere. The road should be visible but obscured by the snow, with the headlights of the car illuminating the path ahead.",A,A,A,A,25.0,141.0,30.0,152.0
videos/minimax/minimax_00419.mp4,videos/kling/kling_00419.mp4,minimax,kling,"FPV in the car driving through heavy snowfall. The scene should depict a car traveling on a highway in a rural, wilderness area. Snow should be falling heavily, covering the road and surrounding landscape. The lighting should be dim, creating a serene and somewhat desolate atmosphere. The road should be visible but obscured by the snow, with the headlights of the car illuminating the path ahead.",A,same,B,A,25.0,141.0,30.0,153.0
videos/minimax/minimax_00419.mp4,videos/vidu/vidu_00419.mp4,minimax,vidu,"FPV in the car driving through heavy snowfall. The scene should depict a car traveling on a highway in a rural, wilderness area. Snow should be falling heavily, covering the road and surrounding landscape. The lighting should be dim, creating a serene and somewhat desolate atmosphere. The road should be visible but obscured by the snow, with the headlights of the car illuminating the path ahead.",A,same,A,A,25.0,141.0,16.0,60.0
videos/minimax/minimax_00419.mp4,videos/luma/luma_00419.mp4,minimax,luma,"FPV in the car driving through heavy snowfall. The scene should depict a car traveling on a highway in a rural, wilderness area. Snow should be falling heavily, covering the road and surrounding landscape. The lighting should be dim, creating a serene and somewhat desolate atmosphere. The road should be visible but obscured by the snow, with the headlights of the car illuminating the path ahead.",A,same,A,A,25.0,141.0,24.0,121.0
videos/minimax/minimax_00419.mp4,videos/luma1.6/luma1.6_00419.mp4,minimax,luma1.6,"FPV in the car driving through heavy snowfall. The scene should depict a car traveling on a highway in a rural, wilderness area. Snow should be falling heavily, covering the road and surrounding landscape. The lighting should be dim, creating a serene and somewhat desolate atmosphere. The road should be visible but obscured by the snow, with the headlights of the car illuminating the path ahead.",A,A,A,A,25.0,141.0,24.0,121.0
videos/minimax/minimax_00420.mp4,videos/luma1.6/luma1.6_00420.mp4,minimax,luma1.6,"The camera remains still, a woman with long blonde hair and wearing a green blouse turns on the faucet with her hands, and water flows out from the faucet, the background is a modern kitchen, bright natural lighting.",A,same,B,A,25.0,141.0,24.0,121.0
videos/minimax/minimax_00421.mp4,videos/qingying/qingying_00421.mp4,minimax,qingying,"The camera remains still, a chef with a tall white hat and wearing a white uniform pulls the door of the oven, the background is a professional kitchen, bright overhead lighting.",same,same,same,A,25.0,141.0,16.0,96.0
videos/minimax/minimax_00421.mp4,videos/gen3/gen3_00421.mp4,minimax,gen3,"The camera remains still, a chef with a tall white hat and wearing a white uniform pulls the door of the oven, the background is a professional kitchen, bright overhead lighting.",same,same,A,B,25.0,141.0,24.0,128.0
videos/minimax/minimax_00421.mp4,videos/opensora1.2/OpenSora1.2_00421.mp4,minimax,opensora1.2,"The camera remains still, a chef with a tall white hat and wearing a white uniform pulls the door of the oven, the background is a professional kitchen, bright overhead lighting.",B,same,A,A,25.0,141.0,24.0,102.0
videos/minimax/minimax_00421.mp4,videos/luma1.6/luma1.6_00421.mp4,minimax,luma1.6,"The camera remains still, a chef with a tall white hat and wearing a white uniform pulls the door of the oven, the background is a professional kitchen, bright overhead lighting.",same,same,A,A,25.0,141.0,24.0,121.0
videos/minimax/minimax_00421.mp4,videos/vidu/vidu_00421.mp4,minimax,vidu,"The camera remains still, a chef with a tall white hat and wearing a white uniform pulls the door of the oven, the background is a professional kitchen, bright overhead lighting.",same,same,A,A,25.0,141.0,16.0,60.0
videos/minimax/minimax_00421.mp4,videos/kling1.5/kling1.5_00421.mp4,minimax,kling1.5,"The camera remains still, a chef with a tall white hat and wearing a white uniform pulls the door of the oven, the background is a professional kitchen, bright overhead lighting.",B,same,A,B,25.0,141.0,30.0,153.0
videos/minimax/minimax_00421.mp4,videos/CogVideoX/Cog5B_00421.mp4,minimax,CogVideoX,"The camera remains still, a chef with a tall white hat and wearing a white uniform pulls the door of the oven, the background is a professional kitchen, bright overhead lighting.",B,same,A,A,25.0,141.0,8.0,49.0
videos/minimax/minimax_00421.mp4,videos/kling/kling_00421.mp4,minimax,kling,"The camera remains still, a chef with a tall white hat and wearing a white uniform pulls the door of the oven, the background is a professional kitchen, bright overhead lighting.",B,same,same,B,25.0,141.0,30.0,153.0
videos/minimax/minimax_00421.mp4,videos/easyanimatev4/Easyanimatev4_00421.mp4,minimax,easyanimatev4,"The camera remains still, a chef with a tall white hat and wearing a white uniform pulls the door of the oven, the background is a professional kitchen, bright overhead lighting.",B,same,A,A,25.0,141.0,24.0,144.0
videos/minimax/minimax_00422.mp4,videos/opensora1.2/OpenSora1.2_00422.mp4,minimax,opensora1.2,four people on the bed,same,same,same,same,25.0,141.0,24.0,102.0
videos/minimax/minimax_00422.mp4,videos/gen3/gen3_00422.mp4,minimax,gen3,four people on the bed,B,same,A,A,25.0,141.0,24.0,128.0
videos/minimax/minimax_00422.mp4,videos/vidu/vidu_00422.mp4,minimax,vidu,four people on the bed,same,same,A,A,25.0,141.0,16.0,60.0
videos/minimax/minimax_00422.mp4,videos/luma/luma_00422.mp4,minimax,luma,four people on the bed,same,B,A,A,25.0,141.0,24.0,126.0
videos/minimax/minimax_00422.mp4,videos/qingying/qingying_00422.mp4,minimax,qingying,four people on the bed,same,same,A,A,25.0,141.0,16.0,96.0
videos/minimax/minimax_00422.mp4,videos/luma1.6/luma1.6_00422.mp4,minimax,luma1.6,four people on the bed,same,same,A,A,25.0,141.0,24.0,121.0
videos/minimax/minimax_00422.mp4,videos/kling1.5/kling1.5_00422.mp4,minimax,kling1.5,four people on the bed,same,same,A,A,25.0,141.0,30.0,153.0
videos/minimax/minimax_00422.mp4,videos/easyanimatev4/Easyanimatev4_00422.mp4,minimax,easyanimatev4,four people on the bed,same,same,same,A,25.0,141.0,24.0,144.0
videos/minimax/minimax_00423.mp4,videos/vidu/vidu_00423.mp4,minimax,vidu,"The camera remains still, a motorcycle racer in a red suit and helmet twists the throttle and moves forward, the background is a racing track, bright midday sunlight.",A,A,B,A,25.0,141.0,16.0,60.0
videos/minimax/minimax_00423.mp4,videos/tongyi/tongyi_00423.mp4,minimax,tongyi,"The camera remains still, a motorcycle racer in a red suit and helmet twists the throttle and moves forward, the background is a racing track, bright midday sunlight.",A,A,B,A,25.0,141.0,30.0,152.0
videos/minimax/minimax_00423.mp4,videos/luma1.6/luma1.6_00423.mp4,minimax,luma1.6,"The camera remains still, a motorcycle racer in a red suit and helmet twists the throttle and moves forward, the background is a racing track, bright midday sunlight.",A,A,B,A,25.0,141.0,24.0,121.0
videos/minimax/minimax_00423.mp4,videos/luma/luma_00423.mp4,minimax,luma,"The camera remains still, a motorcycle racer in a red suit and helmet twists the throttle and moves forward, the background is a racing track, bright midday sunlight.",A,A,B,A,25.0,141.0,24.0,126.0
videos/minimax/minimax_00423.mp4,videos/opensora1.2/OpenSora1.2_00423.mp4,minimax,opensora1.2,"The camera remains still, a motorcycle racer in a red suit and helmet twists the throttle and moves forward, the background is a racing track, bright midday sunlight.",A,A,A,A,25.0,141.0,24.0,102.0
videos/minimax/minimax_00423.mp4,videos/CogVideoX/Cog5B_00423.mp4,minimax,CogVideoX,"The camera remains still, a motorcycle racer in a red suit and helmet twists the throttle and moves forward, the background is a racing track, bright midday sunlight.",A,B,B,B,25.0,141.0,8.0,49.0
videos/minimax/minimax_00423.mp4,videos/kling1.5/kling1.5_00423.mp4,minimax,kling1.5,"The camera remains still, a motorcycle racer in a red suit and helmet twists the throttle and moves forward, the background is a racing track, bright midday sunlight.",B,A,B,B,25.0,141.0,30.0,153.0
videos/minimax/minimax_00423.mp4,videos/easyanimatev4/Easyanimatev4_00423.mp4,minimax,easyanimatev4,"The camera remains still, a motorcycle racer in a red suit and helmet twists the throttle and moves forward, the background is a racing track, bright midday sunlight.",A,same,B,A,25.0,141.0,24.0,144.0
